"production_family","wk","fecha","fa_pn","pn_componente","wo","quantity","cod_defecto","label","linea","turno","cluster"
"Opus","Week 02","1/6/2020","29884","9570",2046652,4,"",0,"Line 7 (Reflex)","T 1",2
"Opus","Week 02","1/6/2020","29884","12156",2046652,1,"DE3707",1,"Line 6 (Evac)","T 1",2
"Opus","Week 02","1/6/2020","16940","5973",2046990,1,"DW05",0,"SA","T 1",2
"Opus","Week 02","1/6/2020","16940","4496",2046990,6,"DW3302",1,"SA","T 1",2
"Opus","Week 02","1/6/2020","16940","4496",2046990,5,"DW4035",1,"SA","T 1",2
"Opus","Week 02","1/6/2020","42550","40927",2047173,6,"DW5211",1,"SA","T 1",2
"Opus","Week 02","1/6/2020","42550","48389",2047173,5,"",0,"SA","T 1",2
"Opus","Week 02","1/6/2020","42550","4496",2047173,9,"DW3403",1,"Ambient","T 1",2
"Opus","Week 02","1/6/2020","21401","11279",2046663,9,"PKG124",1,"Line 7 (Reflex)","T 2",1
"Opus","Week 02","1/6/2020","21401","9570",2046663,9,"",0,"Line 7 (Reflex)","T 2",1
"Opus","Week 02","1/6/2020","21401","11279",2046663,4,"",0,"Line 7 (Reflex)","T 2",1
"Opus","Week 02","1/6/2020","21401","9570",2046663,4,"",0,"Line 7 (Reflex)","T 2",1
"Opus","Week 02","1/6/2020","28365","23780",2046957,3,"PKG101",0,"Line 4","T 2",1
"Opus","Week 02","1/6/2020","28365","23780",2046957,16,"PKG119",0,"Line 4","T 2",1
"Opus","Week 02","1/6/2020","28365","23780",2046957,3,"PKG124",0,"Line 4","T 2",1
"Opus","Week 02","1/6/2020","28365","9570",2046957,22,"",0,"Line 4","T 2",1
"Opus","Week 02","1/6/2020","28365","9570",2046957,8,"PKG113",0,"Line 4","T 2",1
"Opus","Week 02","1/6/2020","28365","23780",2046957,8,"",0,"Line 4","T 2",1
"Opus","Week 02","1/6/2020","28365","23780",2046957,4,"",0,"Line 4","T 2",1
"Opus","Week 02","1/6/2020","28365","9570",2046957,4,"",0,"Line 4","T 2",1
"Opus","Week 02","1/6/2020","28365","27235",2046957,5,"SM4034",0,"Line 4","T 1",2
"Opus","Week 02","1/6/2020","28365","18715",2046957,4,"SM2911",1,"Line 4","T 1",2
"Opus","Week 02","1/6/2020","28365","23780",2046957,1,"PKG109",0,"Line 4","T 1",2
"Opus","Week 02","1/6/2020","28365","23780",2046957,12,"PKG119",0,"Line 4","T 1",2
"Opus","Week 02","1/6/2020","28365","23780",2046957,12,"PKG124",0,"Line 4","T 1",2
"Opus","Week 02","1/6/2020","28365","9570",2046957,23,"",0,"Line 4","T 1",2
"Opus","Week 02","1/6/2020","28365","9570",2046957,1,"PKG113",0,"Line 4","T 1",2
"Opus","Week 02","1/6/2020","28365","23780",2046957,1,"",0,"Line 4","T 1",2
"Opus","Week 02","1/6/2020","28365","23780",2046957,4,"",0,"Line 4","T 1",2
"Opus","Week 02","1/6/2020","28365","9570",2046957,4,"",0,"Line 4","T 2",1
"Opus","Week 02","1/6/2020","57894","22746",2046953,1,"SM200",0,"Line 4","T 2",1
"Opus","Week 02","1/6/2020","57894","",2046953,9,"",0,"Line 4","T 2",1
"Opus","Week 02","1/6/2020","57894","14651",2046953,3,"SM701",0,"Line 4","T 2",1
"Opus","Week 02","1/6/2020","57894","14651",2046953,1,"SM709",0,"Line 4","T 2",1
"Opus","Week 02","1/6/2020","57894","14651",2046953,6,"",0,"Line 4","T 2",1
"Opus","Week 02","1/6/2020","57894","10326",2046953,3,"SM4007",0,"Line 4","T 2",1
"Opus","Week 02","1/6/2020","57894","10326",2046953,1,"SM27",0,"Line 4","T 2",1
"Opus","Week 02","1/6/2020","57894","10326",2046953,36,"",0,"Line 4","T 2",1
"Opus","Week 02","1/6/2020","57894","11294",2046953,1,"SM301",0,"Line 4","T 2",1
"Opus","Week 02","1/6/2020","57894","11294",2046953,23,"",0,"Line 4","T 2",1
"Opus","Week 02","1/6/2020","88000","88009",2046840,2,"DW4007",1,"Linea9","T 2",1
"Opus","Week 02","1/6/2020","88000","88009",2046840,1,"DW1305",1,"Linea9","T 2",1
"Opus","Week 02","1/6/2020","88000","88009",2046840,12,"",0,"Linea9","T 2",1
"Opus","Week 02","1/6/2020","88000","88001",2046840,2,"DW210",1,"Linea9","T 2",1
"Opus","Week 02","1/6/2020","88000","88001",2046840,2,"DW216",1,"Linea9","T 2",1
"Opus","Week 02","1/6/2020","88000","88002",2046840,11,"",0,"Linea9","T 2",1
"Opus","Week 02","1/6/2020","88000","88002",2046840,2,"DW712",1,"Linea9","T 2",1
"Opus","Week 02","1/6/2020","88000","88002",2046840,13,"",0,"Linea9","T 2",1
"Opus","Week 02","1/6/2020","88000","88006",2046840,15,"",0,"Linea9","T 2",1
"Opus","Week 02","1/6/2020","88000","88003",2046840,15,"",0,"Linea9","T 2",1
"Opus","Week 02","1/6/2020","88000","88011",2046840,15,"",0,"Linea9","T 2",1
"Opus","Week 02","1/6/2020","88000","88005",2046840,15,"",0,"Linea9","T 2",1
"Opus","Week 02","1/6/2020","88000","89012",2046840,5,"DW5551",1,"Linea9","T 2",1
"Opus","Week 02","1/6/2020","88000","89012",2046840,1,"DW5550",1,"Linea9","T 2",1
"Opus","Week 02","1/6/2020","88000","89012",2046840,9,"",0,"Linea9","T 2",1
"Opus","Week 02","1/6/2020","88000","45907",2046840,15,"",0,"Linea9","T 2",1
"Opus","Week 02","1/6/2020","88000","84757",2046840,15,"",0,"Linea9","T 2",1
"Opus","Week 02","1/6/2020","88000","88023",2046840,15,"",0,"Linea9","T 2",1
"Opus","Week 02","1/6/2020","88000","88014",2046840,15,"",0,"Linea9","T 2",1
"Opus","Week 02","1/6/2020","88000","88009",2046842,1,"DW4023",1,"Linea9","T 2",1
"Opus","Week 02","1/7/2020","87000","9782",2046655,1,"",0,"Line 6 (Evac)","T 2",1
"Opus","Week 02","1/7/2020","87000","7334",2046655,2,"",0,"Line 6 (Evac)","T 2",1
"Opus","Week 02","1/7/2020","87000","7335",2046655,1,"",0,"Line 6 (Evac)","T 2",1
"Opus","Week 02","1/7/2020","87000","26883",2046655,1,"DE1801",1,"Line 6 (Evac)","T 2",1
"Opus","Week 02","1/7/2020","87000","11503",2046655,4,"DE4016",1,"Line 6 (Evac)","T 1",2
"Opus","Week 02","1/7/2020","29884","12573",2046652,4,"DE4016",1,"Line 6 (Evac)","T 2",1
"Opus","Week 02","1/7/2020","29884","10113",2046652,4,"DE4016",1,"Line 6 (Evac)","T 2",1
"Opus","Week 02","1/7/2020","29884","11279",2046652,4,"",0,"Line 6 (Evac)","T 2",1
"Opus","Week 02","1/7/2020","29884","9570",2046652,4,"",0,"Line 6 (Evac)","T 2",1
"Opus","Week 02","1/7/2020","87000","9782",2046655,3,"DE200",1,"Line 6 (Evac)","T 1",2
"Opus","Week 02","1/7/2020","87000","9782",2046655,2,"DE203",1,"Line 6 (Evac)","T 1",2
"Opus","Week 02","1/7/2020","87000","7334",2046655,10,"",0,"Line 6 (Evac)","T 1",2
"Opus","Week 02","1/7/2020","87000","7335",2046655,5,"",0,"Line 6 (Evac)","T 1",2
"Opus","Week 02","1/7/2020","87000","26883",2046655,5,"",0,"Line 6 (Evac)","T 1",2
"Opus","Week 02","1/7/2020","87000","30490",2046655,5,"",0,"Line 6 (Evac)","T 1",2
"Opus","Week 02","1/7/2020","87000","11503",2046655,5,"",0,"Line 6 (Evac)","T 1",2
"Opus","Week 02","1/7/2020","87000","11294",2046655,15,"",0,"Line 6 (Evac)","T 1",2
"Opus","Week 02","1/7/2020","87000","9782",2046655,14,"DE4016",1,"Line 6 (Evac)","T 1",2
"Opus","Week 02","1/7/2020","87000","7334",2046655,28,"DE4016",1,"Line 6 (Evac)","T 1",2
"Opus","Week 02","1/7/2020","87000","7335",2046655,14,"DE4016",1,"Line 6 (Evac)","T 1",2
"Opus","Week 02","1/7/2020","87000","26883",2046655,14,"DE4016",1,"Line 6 (Evac)","T 1",2
"Opus","Week 02","1/7/2020","87000","30490",2046655,14,"DE4016",1,"Line 6 (Evac)","T 1",2
"Opus","Week 02","1/7/2020","87000","11503",2046655,14,"DE4016",1,"Line 6 (Evac)","T 1",2
"Opus","Week 02","1/7/2020","87000","11294",2046655,42,"DE4016",1,"Line 6 (Evac)","T 1",2
"Opus","Week 02","1/7/2020","87000","9570",2046655,4,"",0,"Line 6 (Evac)","T 2",1
"Opus","Week 02","1/7/2020","87000","11279",2046655,4,"PKG124",1,"Line 6 (Evac)","T 2",1
"Opus","Week 02","1/7/2020","29884","9570",2046652,2,"",0,"Line 6 (Evac)","T 2",1
"Opus","Week 02","1/7/2020","29884","11279",2046652,1,"PKG111",1,"Line 6 (Evac)","T 2",1
"Opus","Week 02","1/7/2020","29884","11279",2046652,1,"PKG124",1,"Line 6 (Evac)","T 2",1
"Opus","Week 02","1/7/2020","29884","9570",2046655,4,"",0,"Line 6 (Evac)","T 2",1
"Opus","Week 02","1/7/2020","29884","11279",2046655,4,"",0,"Line 6 (Evac)","T 2",1
"Opus","Week 02","1/7/2020","88000","88040",2046851,7,"DW5665",0,"Line 3 (Pilot)","T 2",1
"Opus","Week 02","1/7/2020","88000","88033",2046851,1,"PKG002",0,"Line 3 (Pilot)","T 2",1
"Opus","Week 02","1/7/2020","88000","88032",2046851,10,"PKG124",0,"Line 3 (Pilot)","T 2",1
"Opus","Week 02","1/7/2020","88000","88032",2046851,8,"",0,"Line 3 (Pilot)","T 2",1
"Opus","Week 02","1/7/2020","88000","88032",2046851,9,"PKG119",0,"Line 3 (Pilot)","T 2",1
"Opus","Week 02","1/7/2020","88000","64102",2046851,27,"",0,"Line 3 (Pilot)","T 2",1
"Opus","Week 02","1/7/2020","88000","88040",2046851,7,"DW5665",0,"Line 3 (Pilot)","T 1",2
"Opus","Week 02","1/7/2020","88000","64102",2046851,8,"",0,"Line 3 (Pilot)","T 1",2
"Opus","Week 02","1/7/2020","88000","64102",2046851,5,"PKG115",0,"Line 3 (Pilot)","T 1",2
"Opus","Week 02","1/7/2020","88000","64102",2046851,6,"",0,"Line 3 (Pilot)","T 1",2
"Opus","Week 02","1/7/2020","88000","64102",2046851,5,"PKG111",0,"Line 3 (Pilot)","T 1",2
"Opus","Week 02","1/7/2020","88000","88032",2046851,18,"",0,"Line 3 (Pilot)","T 1",2
"Opus","Week 02","1/7/2020","88000","88032",2046851,5,"PKG108",0,"Line 3 (Pilot)","T 1",2
"Opus","Week 02","1/7/2020","88000","88032",2046851,1,"PKG106",0,"Line 3 (Pilot)","T 1",2
"Opus","Week 02","1/7/2020","88000","88002",2046852,30,"",0,"Line 3 (Pilot)","T 2",1
"Opus","Week 02","1/7/2020","88000","88001",2046852,18,"DW4016",0,"Line 3 (Pilot)","T 2",1
"Opus","Week 02","1/7/2020","88000","88001",2046852,4,"DW5625",0,"Line 3 (Pilot)","T 2",1
"Opus","Week 02","1/7/2020","88000","88001",2046852,8,"DW200",0,"Line 3 (Pilot)","T 2",1
"Opus","Week 02","1/7/2020","88000","88005",2046852,2,"",0,"Line 3 (Pilot)","T 2",1
"Opus","Week 02","1/7/2020","88000","88011",2046852,21,"",0,"Line 3 (Pilot)","T 2",1
"Opus","Week 02","1/7/2020","88000","88006",2046852,30,"",0,"Line 3 (Pilot)","T 2",1
"Opus","Week 02","1/7/2020","88000","89012",2046852,6,"DW101",0,"Line 3 (Pilot)","T 1",2
"Opus","Week 02","1/7/2020","88000","88014",2046852,3,"DW3004",1,"Line 3 (Pilot)","T 1",2
"Opus","Week 02","1/7/2020","88000","88003",2046852,21,"",0,"Line 3 (Pilot)","T 2",1
"Opus","Week 02","1/7/2020","88000","89012",2046852,5,"DW101",0,"Line 3 (Pilot)","T 2",1
"Opus","Week 02","1/7/2020","88000","88005",2046852,3,"DW113",0,"Line 3 (Pilot)","T 2",1
"Opus","Week 02","1/7/2020","88000","88005",2046852,2,"DW4016",0,"Line 3 (Pilot)","T 2",1
"Opus","Week 02","1/7/2020","88000","88009",2046842,1,"DW4023",0,"Line 3 (Pilot)","T 1",2
"Opus","Week 02","1/7/2020","39388","9570",2046999,4,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","9570",2046999,6,"PKG115",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","9570",2046999,9,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","23780",2046999,9,"PKG119",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","23780",2046999,10,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","37067","48389",2047168,10,"DW107",0,"Returns","T 1",2
"Opus","Week 02","1/7/2020","37067","48389",2041167,15,"DW107",1,"Returns","T 1",2
"Opus","Week 02","1/7/2020","37067","4496",2041167,10,"DW4035",1,"Returns","T 1",2
"Opus","Week 02","1/7/2020","42550","4496",2047238,11,"DW3403",1,"SA","T 1",2
"Opus","Week 02","1/7/2020","42550","40927",2047238,14,"DW5211",1,"SA","T 1",2
"Opus","Week 02","1/7/2020","42550","48389",2047238,10,"DW5593",0,"SA","T 1",2
"Opus","Week 02","1/7/2020","63374","83631",22046911,10,"DW4038",1,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","49814",22046911,20,"DW4038",1,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","81934",22046911,20,"DW4038",1,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","83631",22046911,5,"DW4038",1,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","83630",22046911,5,"DW4038",1,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","49814",2046911,223,"DW5591",1,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","81934",2046911,96,"DW4016",1,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","83630",2046911,6,"DW5607",1,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","81934",2046911,4,"DW4016",1,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","83630",2046911,1,"DW4016",1,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","83631",2046911,1,"DW4016",1,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","81934",2046911,40,"",0,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","83630",2046911,10,"",0,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","81934",2046911,20,"DW4038",1,"Line 18 (Wire to Wire)","T 1",2
"Opus","Week 02","1/7/2020","63374","49814",2046911,20,"DW4038",1,"Line 18 (Wire to Wire)","T 1",2
"Opus","Week 02","1/7/2020","63374","83630",2046911,5,"DW4038",1,"Line 18 (Wire to Wire)","T 1",2
"Opus","Week 02","1/7/2020","63374","83631",2046911,5,"DW4038",1,"Line 18 (Wire to Wire)","T 1",2
"Opus","Week 02","1/7/2020","63374","81934",2046910,60,"DW4016",1,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","81934",2046910,28,"",0,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","83630",2046910,7,"",0,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","83631",2046910,5,"DW5593",1,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","49814",2046910,35,"DW4023",0,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","83631",2046910,2,"",0,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","41190",2046910,2,"",0,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","64959",2046910,2,"",0,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","49814",2046910,103,"DW5591",1,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","83630",2046910,5,"DW4038",1,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","83631",2046910,5,"DW4038",1,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","81934",2046910,20,"DW4038",1,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","49814",2046910,20,"DW4038",1,"Line 18 (Wire to Wire)","T 2",1
"Opus","Week 02","1/7/2020","63374","81934",2046910,28,"DW5604",1,"Line 18 (Wire to Wire)","T 1",2
"Opus","Week 02","1/7/2020","63374","83630",2046910,13,"",0,"Line 18 (Wire to Wire)","T 1",2
"Opus","Week 02","1/7/2020","63374","83631",2046910,13,"DW5593",1,"Line 18 (Wire to Wire)","T 1",2
"Opus","Week 02","1/7/2020","63374","81934",2046910,56,"",0,"Line 18 (Wire to Wire)","T 1",2
"Opus","Week 02","1/7/2020","63374","81934",2046910,20,"DW4038",1,"Line 18 (Wire to Wire)","T 1",2
"Opus","Week 02","1/7/2020","63374","83630",2046910,5,"DW4038",1,"Line 18 (Wire to Wire)","T 1",2
"Opus","Week 02","1/7/2020","63374","83631",2046910,5,"DW4038",1,"Line 18 (Wire to Wire)","T 1",2
"Opus","Week 02","1/7/2020","88000","49814",2046910,20,"DW4038",1,"Line 18 (Wire to Wire)","T 1",2
"Opus","Week 02","1/7/2020","88000","88006",2046841,22,"",0,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","88009",2046841,12,"dw4016",1,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","88009",2046841,1,"DW07",1,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","88009",2046841,2,"",0,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","88011",2046841,22,"",0,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","89012",2046841,15,"",0,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","88014",2046841,15,"",0,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","84757",2046841,1,"DW5207",1,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","45907",2046841,5,"",0,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","84757",2046841,14,"",0,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","88023",2046841,1,"DW406",1,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","88001",2046841,6,"DW4016",1,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","88001",2046841,1,"DW5622",1,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","88001",2046841,15,"",0,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","88002",2046841,1,"DW712",1,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","88002",2046841,21,"",0,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","88003",2046841,22,"",0,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","88005",2046841,16,"",0,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","88006",2046841,6,"",0,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","88002",2046841,1,"",0,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","",2046841,1,"DW4007",1,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","84757",2046841,4,"DW5207",1,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","88005",2046841,6,"DW5633",1,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","",2046841,1,"DW101",1,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","",2046841,1,"DW200",1,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","88002",2046841,4,"DW5573",1,"Linea9","T 1",2
"Opus","Week 02","1/7/2020","88000","88032",2046837,5,"PKG124",1,"Linea9","T 2",1
"Opus","Week 02","1/7/2020","88000","64102",2046837,11,"",0,"Linea9","T 2",1
"Opus","Week 02","1/7/2020","88000","64102",2046837,2,"PKG115",1,"Linea9","T 2",1
"Opus","Week 02","1/7/2020","88000","88032",2046837,2,"",0,"Linea9","T 2",1
"Opus","Week 02","1/7/2020","88000","88018",2046837,1,"DW4023",0,"Linea9","T 2",1
"Opus","Week 02","1/7/2020","88000","88017",2046837,1,"DW4023",0,"Linea9","T 2",1
"Opus","Week 02","1/7/2020","88000","88040",2046837,1,"DW2712",1,"Linea9","T 2",1
"Opus","Week 02","1/7/2020","88000","",2046837,2,"DW4023",0,"Linea9","T 2",1
"Opus","Week 02","1/7/2020","88000","88032",2046837,8,"",0,"Linea9","T 2",1
"Opus","Week 02","1/7/2020","88000","64102",2046837,8,"",0,"Linea9","T 2",1
"Opus","Week 02","1/7/2020","88000","88032",2046837,2,"PKG111",1,"Linea9","T 2",1
"Opus","Week 02","1/7/2020","88000","88032",2046837,4,"PKG119",1,"Linea9","T 2",1
"Opus","Week 02","1/7/2020","39388","21209",2047000,1,"DW2921",1,"Line 5 (SMX2)","T 1",2
"Opus","Week 02","1/7/2020","39388","41454",2047002,1,"DW5207",1,"Line 5 (SMX2)","T 1",2
"Opus","Week 02","1/7/2020","39388","41454",2047002,5,"",0,"Line 5 (SMX2)","T 1",2
"Opus","Week 02","1/7/2020","39388","41454",2047002,10,"DW4016",1,"Line 5 (SMX2)","T 1",2
"Opus","Week 02","1/7/2020","39388","31568",2047002,8,"",0,"Line 5 (SMX2)","T 1",2
"Opus","Week 02","1/7/2020","39388","31568",2047002,10,"DW4016",1,"Line 5 (SMX2)","T 1",2
"Opus","Week 02","1/7/2020","39388","11294",2047002,33,"",0,"Line 5 (SMX2)","T 1",2
"Opus","Week 02","1/7/2020","39388","11294",2047002,40,"DW4016",1,"Line 5 (SMX2)","T 1",2
"Opus","Week 02","1/7/2020","39388","24907",2047002,10,"DW4016",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","42403",2047002,1,"DW701",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","42403",2047002,11,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","42403",2047002,10,"DW4016",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","10326",2047002,3,"DW400",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","10326",2047002,45,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","10326",2047002,40,"DW4016",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","37569",2047002,2,"DW200",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","37569",2047002,1,"DW4007",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","37569",2047002,1,"DW3906",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","37569",2047002,8,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","37569",2047002,10,"DW4016",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","24907",2047002,1,"DW4900",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","24907",2047002,3,"DW4904",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","24907",2047002,4,"",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","37569",2047002,4,"DW200",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","37569",2047002,1,"DW4007",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","37569",2047002,4,"DW3906",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","37569",2047002,22,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","42403",2047002,4,"DW701",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","42403",2047002,4,"DW4500",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","42403",2047002,23,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","31568",2047002,8,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","10326",2047002,13,"DW400",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","10326",2047002,113,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","41454",2047002,1,"DW5205",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","41454",2047002,6,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","24907",2047002,2,"DW4904",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","24907",2047002,6,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","11294",2047002,80,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","37572",2047002,7,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","37584",2047002,8,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 02","1/7/2020","39388","9570",2047000,4,"",0,"Line 5 (SMX2)","T 1",2
"Opus","Week 02","1/7/2020","39388","9570",2047000,4,"PKG113",1,"Line 5 (SMX2)","T 1",2
"Opus","Week 02","1/7/2020","39388","9570",2047000,1,"PKG115",1,"Line 5 (SMX2)","T 1",2
"Opus","Week 02","1/7/2020","39388","9570",2047000,3,"",0,"Line 5 (SMX2)","T 1",2
"Opus","Week 02","1/7/2020","39388","23780",2047000,2,"PKG119",1,"Line 5 (SMX2)","T 1",2
"Opus","Week 02","1/7/2020","39388","23780",2047000,1,"PKG124",1,"Line 5 (SMX2)","T 1",2
"Opus","Week 02","1/7/2020","39388","23780",2047000,9,"",0,"Line 5 (SMX2)","T 1",2
"Opus","Week 02","1/7/2020","86990","9782",2046666,12,"DW4016",1,"Line 7 (Reflex)","T 1",2
"Opus","Week 02","1/7/2020","86990","7335",2046666,12,"DW4016",1,"Line 7 (Reflex)","T 1",2
"Opus","Week 02","1/7/2020","86990","7334",2046666,24,"DW4016",1,"Line 7 (Reflex)","T 1",2
"Opus","Week 02","1/7/2020","86990","26883",2046666,12,"DW4016",1,"Line 7 (Reflex)","T 1",2
"Opus","Week 02","1/7/2020","86990","11503",2046666,15,"DW4016",1,"Line 7 (Reflex)","T 1",2
"Opus","Week 02","1/7/2020","86990","11294",2046666,36,"DW4016",1,"Line 7 (Reflex)","T 1",2
"Opus","Week 02","1/7/2020","86990","30490",2046666,12,"DW4016",1,"Line 7 (Reflex)","T 1",2
"Opus","Week 02","1/7/2020","86990","10113",2046666,1,"DW2402",0,"Line 7 (Reflex)","T 1",2
"Opus","Week 02","1/7/2020","86990","10781",2046666,1,"DW3008",0,"Line 7 (Reflex)","T 1",2
"Opus","Week 02","1/7/2020","12197","1844",2046664,7,"DW4023",0,"Line 7 (Reflex)","T 1",2
"Opus","Week 02","1/7/2020","12197","20642",2046664,2,"DW2700",0,"Line 7 (Reflex)","T 1",2
"Opus","Week 02","1/7/2020","12197","11378",2046664,14,"DW2904",0,"Line 7 (Reflex)","T 1",2
"Opus","Week 02","1/7/2020","86990","9782",2046666,4,"DW200",0,"Line 7 (Reflex)","T 1",2
"Opus","Week 02","1/7/2020","86990","9782",2046666,2,"",0,"Line 7 (Reflex)","T 1",2
"Opus","Week 02","1/7/2020","86990","11294",2046666,2,"DW500",0,"Line 7 (Reflex)","T 1",2
